167.437	325.162	54
166.975	320.074	54
166.512	311.748	54
166.05	304.81	54
166.975	298.335	54
167.9	292.784	54
167.9	288.159	54
169.75	284.459	54
172.525	279.371	54
172.525	274.745	54
176.226	269.195	54
179.001	266.42	54
184.089	261.332	54
186.401	260.407	54
191.027	257.632	54
196.115	255.319	54
204.903	254.394	54
211.378	254.394	54
216.929	255.319	54
222.942	257.632	54
227.567	260.869	54
229.88	265.032	54
234.967	269.658	54
240.518	273.358	54
247.456	277.058	54
251.619	279.833	54
257.169	283.071	54
261.794	286.309	54
266.42	289.547	54
271.508	293.247	54
274.283	296.947	54
277.058	302.035	54
279.833	309.436	54
279.833	315.449	54
280.758	320.999	54
281.221	325.624	54
281.221	331.637	54
280.296	335.8	54
280.296	340.888	54
278.908	344.126	54
277.983	346.438	54
276.133	350.139	54
274.745	353.376	54
272.895	356.152	54
271.508	358.002	54
268.733	360.314	54
266.42	362.627	54
262.257	365.402	54
259.944	367.252	54
256.707	371.415	54
252.081	373.265	54
249.306	375.115	54
243.756	376.503	54
240.518	378.353	54
235.43	380.203	54
232.655	380.666	54
229.88	382.516	54
225.717	383.441	54
221.091	384.366	54
216.929	384.366	54
211.378	382.053	54
207.215	378.353	54
202.128	375.115	54
197.502	370.953	54
193.339	365.865	54
190.102	361.239	54
186.864	356.614	54
183.626	352.451	54
181.314	349.214	54
177.613	345.513	54
174.838	340.888	54
172.988	337.65	54
171.6	334.875	54
170.213	332.1	54
175.301	337.65	55
170.675	329.787	55
170.213	323.312	55
171.138	316.374	55
172.988	308.51	55
174.375	301.572	55
174.838	294.172	55
176.226	288.159	55
180.388	282.146	55
183.164	277.983	55
186.401	273.358	55
191.027	268.27	55
194.727	263.645	55
199.352	260.407	55
205.828	258.094	55
214.153	256.707	55
219.704	256.244	55
224.329	257.632	55
226.179	262.257	55
230.805	265.957	55
233.58	269.658	55
237.743	275.208	55
240.98	277.521	55
246.068	280.296	55
250.694	283.071	55
257.169	286.309	55
262.72	288.159	55
270.12	292.784	55
274.745	297.41	55
277.521	301.572	55
279.833	305.735	55
281.221	310.361	55
281.683	314.523	55
281.683	320.536	55
281.683	324.699	55
281.221	328.862	55
280.758	334.875	55
280.758	338.113	55
278.908	341.35	55
277.521	344.588	55
274.283	348.751	55
271.508	353.376	55
269.658	356.152	55
265.957	359.852	55
262.72	363.09	55
259.944	365.402	55
256.244	368.64	55
252.544	370.953	55
248.844	374.19	55
245.606	376.041	55
242.831	378.353	55
238.205	380.203	55
233.58	380.666	55
228.955	382.053	55
224.329	383.441	55
218.316	383.441	55
211.841	381.128	55
206.29	379.278	55
201.665	375.578	55
196.115	371.415	55
191.952	367.715	55
189.639	362.164	55
186.401	356.152	55
183.164	351.064	55
180.388	346.901	55
177.613	343.201	55
183.164	313.598	56
182.239	306.198	56
182.239	298.335	56
182.701	291.859	56
184.089	286.309	56
188.252	281.221	56
192.414	275.208	56
197.04	270.583	56
201.665	265.957	56
206.753	261.794	56
214.153	259.482	56
