180.502	260.106	79
187.601	251.993	79
194.7	244.893	79
202.814	241.344	79
210.42	239.822	79
217.013	236.78	79
222.591	234.751	79
235.775	234.244	79
238.818	238.301	79
242.368	244.893	79
243.889	251.486	79
243.382	259.599	79
240.339	267.713	79
235.268	278.362	79
230.704	285.968	79
225.126	292.053	79
219.548	296.11	79
212.449	300.167	79
204.842	301.688	79
197.236	299.153	79
186.587	295.603	79
179.994	291.546	79
177.966	286.475	79
178.473	277.348	79
179.994	271.262	79
179.994	265.684	79
175.938	268.22	80
178.98	261.12	80
184.558	251.993	80
188.108	246.922	80
193.686	241.851	80
199.264	237.794	80
205.349	235.258	80
211.942	232.723	80
217.52	230.187	80
223.605	227.145	80
231.211	226.131	80
237.297	228.159	80
243.382	231.709	80
247.439	237.287	80
249.467	243.372	80
249.974	250.471	80
248.453	257.571	80
248.453	266.191	80
249.974	277.348	80
248.453	287.997	80
246.424	294.082	80
240.846	300.167	80
234.254	303.717	80
221.577	309.295	80
217.013	311.83	80
208.392	317.915	80
203.321	319.944	80
195.207	319.944	80
186.08	316.394	80
181.516	310.309	80
178.473	301.688	80
176.445	291.546	80
175.431	285.461	80
175.431	276.333	80
174.923	281.911	81
174.923	273.798	81
176.445	265.684	81
178.473	259.599	81
183.037	253.007	81
187.601	247.936	81
194.7	241.851	81
199.771	237.794	81
207.378	233.737	81
212.956	231.202	81
220.055	227.145	81
226.14	224.609	81
235.775	226.638	81
240.846	231.202	81
244.903	233.23	81
250.481	237.794	81
253.524	243.372	81
254.538	250.471	81
255.045	258.585	81
257.074	266.191	81
259.102	274.305	81
258.595	281.404	81
256.566	292.053	81
255.552	297.632	81
252.51	303.21	81
245.41	307.266	81
236.282	307.774	81
227.155	310.309	81
218.534	312.337	81
211.435	314.366	81
203.828	315.38	81
198.25	316.901	81
191.151	316.901	81
185.573	313.352	81
182.023	308.281	81
178.98	301.688	81
177.459	295.603	81
176.952	290.025	81
174.416	283.94	82
174.416	276.84	82
175.431	269.741	82
176.952	263.149	82
179.994	257.571	82
182.53	253.007	82
188.615	247.429	82
193.686	243.372	82
200.278	239.315	82
207.885	235.765	82
214.477	232.216	82
220.562	228.666	82
227.662	227.652	82
235.775	228.159	82
243.889	231.709	82
255.045	236.273	82
259.102	243.372	82
259.609	250.978	82
262.145	258.078	82
264.68	267.206	82
265.187	273.798	82
263.159	283.94	82
258.088	296.11	82
255.552	302.703	82
252.003	310.309	82
246.932	316.394	82
239.325	318.93	82
230.197	320.451	82
220.562	320.958	82
210.42	319.437	82
202.307	317.408	82
195.207	314.366	82
187.094	310.816	82
182.023	306.252	82
177.459	298.139	82
174.923	293.575	82
173.402	287.997	82
172.388	283.94	83
173.909	276.84	83
174.923	269.234	83
177.966	262.135	83
181.009	255.542	83
186.587	247.429	83
190.136	243.879	83
195.715	240.329	83
201.8	237.287	83
206.364	234.751	83
212.956	231.709	83
219.548	230.187	83
227.662	229.68	83
235.268	230.187	83
242.875	232.723	83
248.453	236.78	83
253.017	242.358	83
256.566	250.471	83
260.623	257.571	83
263.666	266.191	83
265.187	272.277	83
266.201	278.362	83
266.708	287.997	83
266.708	294.589	83
262.652	301.688	83
257.074	308.788	83
249.467	314.873	83
239.325	320.451	83
236.282	321.972	83
231.211	323.494	83
219.548	323.494	83
210.927	321.972	83
202.814	320.451	83
194.193	317.408	83
187.601	311.83	83
179.994	305.238	83
176.952	298.646	83
173.909	291.546	83
180.502	266.191	84
183.544	255.542	84
190.136	249.964	84
197.743	245.907	84
205.857	241.344	84
214.477	236.78	84
222.591	234.751	84
232.733	236.78	84
242.875	244.386	84
247.946	250.471	84
252.51	261.627	84
255.045	271.769	84
254.031	282.419	84
249.467	291.039	84
240.846	296.617	84
230.197	300.674	84
