146.988	286.605	31
145.98	282.069	31
144.972	277.029	31
142.956	272.996	31
140.436	268.46	31
137.412	264.932	31
134.388	261.908	31
131.363	257.875	31
127.331	252.331	31
125.315	247.291	31
126.323	241.746	31
127.331	237.714	31
125.315	231.666	31
122.291	227.129	31
119.267	221.081	31
117.25	214.529	31
115.738	209.992	31
116.746	202.936	31
118.763	197.896	31
121.283	193.359	31
125.315	189.831	31
128.339	185.799	31
130.859	181.767	31
133.379	177.734	31
137.412	174.71	31
142.956	171.686	31
147.492	169.166	31
153.541	167.15	31
160.597	167.15	31
167.15	165.133	31
174.71	164.125	31
180.254	165.133	31
186.807	167.15	31
193.863	169.67	31
197.392	170.678	31
201.928	174.71	31
206.968	178.238	31
212.008	181.263	31
215.537	184.791	31
222.089	189.327	31
225.113	193.359	31
231.666	195.879	31
235.698	195.375	31
240.234	195.375	31
248.299	196.888	31
254.851	199.912	31
261.404	205.456	31
262.916	209.992	31
259.891	213.521	31
255.355	212.513	31
251.323	211.504	31
248.299	212.513	31
244.771	214.529	31
241.746	215.537	31
239.73	214.529	31
239.226	219.065	31
242.25	220.577	31
246.283	223.601	31
248.299	225.113	31
252.331	225.617	31
257.875	224.609	31
261.404	225.617	31
264.932	230.658	31
269.972	235.698	31
272.492	239.226	31
274.508	243.258	31
277.029	249.811	31
279.045	256.363	31
277.029	264.932	31
275.012	269.468	31
272.492	276.021	31
268.46	282.573	31
262.412	288.621	31
259.387	293.662	31
255.355	298.198	31
249.307	305.254	31
242.25	310.295	31
233.178	315.839	31
227.633	318.359	31
219.569	321.383	31
214.529	323.4	31
206.464	324.408	31
200.92	322.896	31
193.359	321.887	31
185.295	324.912	31
176.222	325.416	31
169.67	324.408	31
164.629	321.383	31
158.581	314.327	31
155.557	309.791	31
154.045	304.246	31
152.029	299.206	31
151.021	293.662	31
147.492	287.109	32
146.988	282.573	32
145.476	278.037	32
144.468	274.508	32
141.948	270.476	32
138.924	267.452	32
135.396	264.428	32
132.875	261.404	32
130.859	257.875	32
128.339	253.843	32
127.331	249.811	32
125.819	244.267	32
125.819	240.738	32
126.827	237.714	32
127.331	235.194	32
123.803	231.666	32
122.291	227.633	32
120.779	223.601	32
118.259	219.065	32
116.242	214.529	32
115.738	209.992	32
115.738	204.952	32
115.738	200.92	32
118.259	195.879	32
119.771	192.855	32
121.787	188.823	32
125.819	184.287	32
129.347	182.271	32
133.379	178.238	32
136.404	174.71	32
141.444	170.678	32
146.484	168.158	32
152.029	166.646	32
155.557	166.142	32
162.613	165.133	32
170.174	164.125	32
177.734	164.125	32
184.791	164.125	32
191.343	168.158	32
196.383	170.174	32
202.432	174.206	32
207.976	177.23	32
211.504	181.263	32
214.025	184.791	32
222.593	188.319	32
226.121	192.351	32
234.186	194.871	32
241.242	196.383	32
248.299	197.896	32
253.339	199.912	32
257.875	202.432	32
260.396	207.472	32
261.404	211	32
254.851	213.017	32
252.331	212.008	32
247.795	211.504	32
243.258	214.529	32
239.73	217.553	32
242.25	220.073	32
246.283	223.097	32
252.331	226.121	32
257.875	226.625	32
264.932	229.65	32
268.46	232.674	32
272.996	235.698	32
276.525	242.25	32
278.541	247.795	32
280.053	253.339	32
279.549	260.396	32
